layer,Cota,Cota_MDE_R,Dif_MDE_Ra,UnidadPaisaje
Puntos IGN,6.6,4.26933,-2.331,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3,3.0333,0.033,Humedales de Crestas de Playa
Puntos IGN,3,3.01894,0.019,Humedales de Crestas de Playa
Puntos IGN,3.2,3.44732,0.247,Humedales de Crestas de Playa
Puntos IGN,5.8,4.23522,-1.565,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,7.2,4.301,-2.899,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.8,4.72364,-0.076,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5,4.50149,-0.499,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.4,4.57064,-0.829,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.2,4.24865,0.049,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.4,4.26523,-0.135,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.5,4.30321,-0.197,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.5,5.01165,0.512,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.9,4.78215,-0.118,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5,4.60994,-0.39,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.7,4.4222,-0.278,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.6,4.08698,-0.513,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3.9,4.39837,0.498,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,2.9,2.89513,-0.005,Humedales de Crestas de Playa
Puntos IGN,3,3.00711,0.007,Humedales de Crestas de Playa
Puntos IGN,3,3.15047,0.15,Humedales de Crestas de Playa
Puntos IGN,3.2,4.02617,0.826,Humedales de Crestas de Playa
Puntos IGN,5.5,3.76406,-1.736,Humedales de Crestas de Playa
Puntos IGN,4.8,3.96206,-0.838,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3.9,4.28233,0.382,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5,4.0041,-0.996,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.9,4.83264,-0.067,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.1,4.86501,-0.235,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.8,4.85332,0.053,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3.4,4.45957,1.06,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.3,4.47548,0.175,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.4,4.60941,0.209,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3.9,4.2124,0.312,Humedales de Crestas de Playa
Puntos IGN,4.3,4.72996,0.43,Humedales de Crestas de Playa
Puntos IGN,4.1,4.47631,0.376,Humedales de Crestas de Playa
Puntos IGN,4.4,4.46926,0.069,Humedales de Crestas de Playa
Puntos IGN,4.9,4.74199,-0.158,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.8,4.65534,-0.145,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.7,4.54423,-0.156,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.6,4.68696,0.087,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.8,4.5001,-0.3,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.6,4.42756,-0.172,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.6,4.50592,-0.094,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.1,4.59563,0.496,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,6,5.97528,-0.025,Humedales de relieves de la antigua albusfera
Puntos IGN,6.5,5.31597,-1.184,Humedales de relieves de la antigua albusfera
Puntos IGN,6.2,6.03657,-0.163,Humedales de relieves de la antigua albusfera
Puntos IGN,6,5.9648,-0.035,Humedales de relieves de la antigua albusfera
Puntos IGN,8.4,5.98962,-2.41,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.8,5.17332,-0.627,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.5,5.13299,0.633,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,6.3,5.63985,-0.66,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,8.5,6.96754,-1.532,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.6,6.30308,1.703,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,2,1.5705,-0.43,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.30309,-0.397,Humedales de la planicie deltaica superior
Puntos IGN,2.5,2.1799,-0.32,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.8,2.42572,-0.374,Humedales de la planicie deltaica superior
Puntos IGN,2.7,2.15431,-0.546,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.07966,-0.02,Humedales de la planicie deltaica superior
Puntos IGN,2.9,2.48142,-0.419,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.84821,-0.452,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.95514,-0.345,Humedales de la planicie deltaica superior
Puntos IGN,2.3,2.10684,-0.193,Humedales de Crestas de Playa
Puntos IGN,1.7,1.85221,0.152,Humedales de Crestas de Playa
Puntos IGN,1.8,1.88034,0.08,Humedales de la planicie deltaica superior
Puntos IGN,2.9,1.89143,-1.009,Humedales de la planicie deltaica superior
Puntos IGN,3,1.92999,-1.07,Humedales de la planicie deltaica superior
Puntos IGN,3.9,2.12197,-1.778,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.42598,-0.274,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.60733,-0.293,Humedales de la planicie deltaica superior
Puntos IGN,2,1.68247,-0.318,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.66392,0.264,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.62307,-0.477,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.59403,0.294,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.59798,0.098,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.53151,-0.568,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.40489,0.005,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.49446,0.194,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.58678,-0.213,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.40001,-0.2,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.33218,-0.268,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.25131,-0.549,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.32361,-0.276,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.49872,-0.301,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.83801,0.238,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.15733,0.557,Humedales de la planicie deltaica superior
Puntos IGN,1.8,2.13081,0.331,Humedales de la planicie deltaica superior
Puntos IGN,3.1,2.86979,-0.23,Humedales de la planicie deltaica superior
Puntos IGN,3,2.6386,-0.361,Humedales de la planicie deltaica superior
Puntos IGN,2,2.81764,0.818,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.32366,0.224,Humedales de la planicie deltaica superior
Puntos IGN,2.7,2.66843,-0.032,Humedales de la planicie deltaica superior
Puntos IGN,2,2.32583,0.326,Humedales de la planicie deltaica superior
Puntos IGN,1.5,2.60402,1.104,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.67872,1.079,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.62309,0.723,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.53654,0.637,Humedales de la planicie deltaica superior
Puntos IGN,1.7,2.07653,0.377,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.01284,0.413,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.62144,-0.179,Humedales de la planicie deltaica superior
Puntos IGN,1.2,1.5419,0.342,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.97627,0.376,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.89479,0.095,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.98168,-0.218,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.16665,0.567,Humedales de la planicie deltaica superior
Puntos IGN,2.6,1.70374,-0.896,Humedales de la planicie deltaica superior
Puntos IGN,2.6,1.6867,-0.913,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.62989,-0.47,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.66567,-0.234,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.81908,0.019,Humedales de la planicie deltaica superior
Puntos IGN,1.7,2.03299,0.333,Humedales de la planicie deltaica superior
Puntos IGN,3.2,1.821,-1.379,Humedales de la planicie deltaica superior
Puntos IGN,2.46,2.34801,-0.112,Humedales de la planicie deltaica superior
Puntos IGN,3.3,2.95302,-0.347,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.5,2.18777,-0.312,Humedales de la planicie deltaica superior
Puntos IGN,2.4,2.7004,0.3,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.58692,-0.013,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.6,2.00631,-0.594,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.3,2.10946,-0.191,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,1.9,2.30269,0.403,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.8,2.56741,-0.233,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.5562,-0.044,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.4,1.91904,-0.481,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.4,2.09083,-0.309,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.6,2.09715,-0.503,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.21399,-0.786,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.58687,-0.413,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.56548,-0.035,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.9,2.52788,0.628,Humedales de la planicie deltaica superior
Puntos IGN,2.8,2.62726,-0.173,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.9,2.50129,0.601,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.77,2.39648,0.626,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.3,2.55631,0.256,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.8,2.18246,-0.618,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.3,2.19539,-1.105,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.7,2.19017,-0.51,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.6,2.25532,-0.345,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.7,2.10453,-0.595,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.7,2.14183,-0.558,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.7,2.22341,-0.477,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.7,2.56855,-0.131,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.2,1.66444,-0.536,Humedales de Crestas de Playa
Puntos IGN,2.8,1.63907,-1.161,Humedales de Crestas de Playa
Puntos IGN,2.4,1.73255,-0.667,Humedales de Crestas de Playa
Puntos IGN,1.9,1.86606,-0.034,Humedales de Crestas de Playa
Puntos IGN,2,1.69896,-0.301,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.77692,-0.423,Humedales de Crestas de Playa
Puntos IGN,1.6,1.67546,0.075,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.50204,-0.098,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.47932,-0.121,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.56233,0.162,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.61633,0.016,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.58792,-0.012,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.83195,0.332,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.47416,-0.226,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.41342,-0.387,Humedales de la planicie deltaica superior
Puntos IGN,2.6,1.70963,-0.89,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.21662,-0.983,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.0799,-0.22,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.31957,-0.28,Humedales de la planicie deltaica superior
Puntos IGN,1.6,0.95872,-0.641,Humedales de la planicie deltaica superior
Puntos IGN,1.2,1.03643,-0.164,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.17021,-0.23,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.25473,-0.545,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.15438,-0.246,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.01156,-0.888,Humedales de la planicie deltaica superior
Puntos IGN,2,1.09242,-0.908,Humedales de Crestas de Playa
Puntos IGN,1.2,1.32418,0.124,Humedales de Crestas de Playa
Puntos IGN,1.2,1.2609,0.061,Humedales de Crestas de Playa
Puntos IGN,1.5,1.23898,-0.261,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.31269,-0.187,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.45692,-0.243,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.59756,0.198,Humedales de la planicie deltaica superior
Puntos IGN,2.9,1.25656,-1.643,Humedales de Crestas de Playa
Puntos IGN,2.1,1.16133,-0.939,Humedales de Crestas de Playa
Puntos IGN,1.1,1.30271,0.203,Humedales de Crestas de Playa
Puntos IGN,1.8,1.3087,-0.491,Humedales de Crestas de Playa
Puntos IGN,1.6,1.32843,-0.272,Humedales de Crestas de Playa
Puntos IGN,2.3,1.29674,-1.003,Humedales de Crestas de Playa
Puntos IGN,2.4,1.31688,-1.083,Humedales de Crestas de Playa
Puntos IGN,1.9,1.36077,-0.539,Humedales de Crestas de Playa
Puntos IGN,1.3,1.5384,0.238,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.60184,0.002,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.53907,-0.061,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.34101,-0.259,Humedales de Crestas de Playa
Puntos IGN,2,1.33708,-0.663,Humedales de Crestas de Playa
Puntos IGN,2.3,1.43675,-0.863,Humedales de Crestas de Playa
Puntos IGN,1.8,1.3841,-0.416,Humedales de Crestas de Playa
Puntos IGN,1.6,1.36486,-0.235,Humedales de Crestas de Playa
Puntos IGN,2.7,1.36082,-1.339,Humedales de Crestas de Playa
Puntos IGN,2,1.40943,-0.591,Humedales de Crestas de Playa
Puntos IGN,1.3,1.48906,0.189,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.6421,-0.258,Humedales de Crestas de Playa
Puntos IGN,2.9,1.53565,-1.364,Humedales de Crestas de Playa
Puntos IGN,1.8,1.43701,-0.363,Humedales de Crestas de Playa
Puntos IGN,2.1,1.42174,-0.678,Humedales de Crestas de Playa
Puntos IGN,1.8,1.39768,-0.402,Humedales de Crestas de Playa
Puntos IGN,1.6,1.43206,-0.168,Humedales de Crestas de Playa
Puntos IGN,2.2,1.47991,-0.72,Humedales de Crestas de Playa
Puntos IGN,2.2,1.42189,-0.778,Humedales de Crestas de Playa
Puntos IGN,1.8,1.62663,-0.173,Humedales de Crestas de Playa
Puntos IGN,2.5,1.75832,-0.742,Humedales de Crestas de Playa
Puntos IGN,1.9,1.79871,-0.101,Humedales de Crestas de Playa
Puntos IGN,2.9,2.65158,-0.248,Humedales de la planicie deltaica superior
Puntos IGN,2.2,2.96613,0.766,Humedales de la planicie deltaica superior
Puntos IGN,2,2.89736,0.897,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.77391,0.874,Humedales de la planicie deltaica superior
Puntos IGN,2.3,2.59868,0.299,Humedales de la planicie deltaica superior
Puntos IGN,1.8,2.6468,0.847,Humedales de la planicie deltaica superior
Puntos IGN,2.4,3.11823,0.718,Humedales de la planicie deltaica superior
Puntos IGN,1.7,2.20031,0.5,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.67276,0.573,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.8,2.1734,-0.627,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.9,2.87086,-0.029,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.4,2.79112,0.391,Humedales de la planicie deltaica superior
Puntos IGN,2.6,3.11561,0.516,Humedales de la planicie deltaica superior
Puntos IGN,2.9,3.08127,0.181,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.96568,-0.134,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.94546,0.145,Humedales de la planicie deltaica superior
Puntos IGN,2.2,2.27088,0.071,Humedales de la planicie deltaica superior
Puntos IGN,1.9,2.78685,0.887,Humedales de la planicie deltaica superior
Puntos IGN,2.1,2.59264,0.493,Humedales de la planicie deltaica superior
Puntos IGN,2,2.06993,0.07,Humedales de la planicie deltaica superior
Puntos IGN,2.4,1.96552,-0.434,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.20616,0.606,Humedales de la planicie deltaica superior
Puntos IGN,2.3,2.26335,-0.037,Humedales de la planicie deltaica superior
Puntos IGN,1.6,2.38564,0.786,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,1.6,2.4188,0.819,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.1,2.52267,0.423,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2,2.62266,0.623,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.53106,-0.169,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.57035,-0.13,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.7,2.54897,-0.151,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.5,2.56749,0.067,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.4,2.5543,0.154,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.5,2.71806,0.218,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,2.6,2.46482,-0.135,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3,2.82334,-0.177,Humedales de la planicie deltaica superior
Puntos IGN,2.2,3.0175,0.817,Humedales de la planicie deltaica superior
Puntos IGN,2.4,2.71139,0.311,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2,2.41644,0.416,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.47356,-0.126,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.42889,-0.271,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.55181,0.252,Humedales de la planicie deltaica superior
Puntos IGN,1.3,1.25351,-0.046,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.72557,-0.074,Humedales de la planicie deltaica superior
Puntos IGN,1.4,2.06525,0.665,Humedales del Delta frontal
Puntos IGN,2,1.99193,-0.008,Humedales del Delta frontal
Puntos IGN,1.6,2.03101,0.431,Humedales del Delta frontal
Puntos IGN,1.1,1.98189,0.882,Humedales del Delta frontal
Puntos IGN,1.6,2.04366,0.444,Humedales del Delta frontal
Puntos IGN,1.6,1.96918,0.369,Humedales del Delta en formacion
Puntos IGN,1.9,1.91196,0.012,Humedales del Delta frontal
Puntos IGN,1.6,1.86774,0.268,Humedales del Delta frontal
Puntos IGN,1.6,1.95308,0.353,Humedales del Delta frontal
Puntos IGN,1.6,2.0092,0.409,Humedales del Delta frontal
Puntos IGN,1.4,1.85745,0.457,Humedales del Delta frontal
Puntos IGN,2.1,1.79326,-0.307,Humedales del Delta frontal
Puntos IGN,2,1.72342,-0.277,Humedales del Delta frontal
Puntos IGN,1.7,1.69527,-0.005,Humedales del Delta frontal
Puntos IGN,1.6,1.64647,0.046,Humedales del Delta frontal
Puntos IGN,1.7,1.89727,0.197,Humedales del Delta frontal
Puntos IGN,2.1,1.72453,-0.375,Humedales del Delta frontal
Puntos IGN,2,1.6995,-0.301,Humedales del Delta frontal
Puntos IGN,1.8,1.88248,0.082,Humedales del Delta frontal
Puntos IGN,1.4,1.98784,0.588,Humedales del Delta en formacion
Puntos IGN,1.3,2.26547,0.965,Humedales del Delta frontal
Puntos IGN,1.3,2.25492,0.955,Humedales del Delta frontal
Puntos IGN,1.5,1.70891,0.209,Humedales del Delta en formacion
Puntos IGN,1.2,1.1351,-0.065,Humedales del Delta en formacion
Puntos IGN,1.5,1.12433,-0.376,Humedales del Delta frontal
Puntos IGN,2.2,1.90143,-0.299,Humedales del Delta frontal
Puntos IGN,1.3,1.94742,0.647,Humedales del Delta en formacion
Puntos IGN,1.8,1.92161,0.122,Humedales del Delta frontal
Puntos IGN,1.7,1.84964,0.15,Humedales del Delta frontal
Puntos IGN,1.8,1.02401,-0.776,Humedales del Delta frontal
Puntos IGN,1.2,0.69044,-0.51,Humedales del Delta frontal
Puntos IGN,2.2,1.24442,-0.956,Humedales del Delta frontal
Puntos IGN,1.4,1.11312,-0.287,Humedales del Delta frontal
Puntos IGN,1.6,0.77384,-0.826,Humedales del Delta frontal
Puntos IGN,2.3,0.39594,-1.904,Humedales del Delta frontal
Puntos IGN,1.2,0.38433,-0.816,Humedales del Delta frontal
Puntos IGN,2.1,0.96223,-1.138,Humedales del Delta frontal
Puntos IGN,2.1,1.37985,-0.72,Humedales del Delta frontal
Puntos IGN,1.8,1.64855,-0.151,Humedales del Delta frontal
Puntos IGN,2.2,1.78879,-0.411,Humedales del Delta frontal
Puntos IGN,2.3,1.62931,-0.671,Humedales del Delta frontal
Puntos IGN,1.9,1.82467,-0.075,Humedales del Delta frontal
Puntos IGN,1.6,2.058,0.458,Humedales del Delta frontal
Puntos IGN,1.6,1.99698,0.397,Humedales del Delta frontal
Puntos IGN,1.6,1.90119,0.301,Humedales del Delta frontal
Puntos IGN,1.7,1.80042,0.1,Humedales del Delta frontal
Puntos IGN,1.3,1.90453,0.605,Humedales del Delta frontal
Puntos IGN,1.9,1.50219,-0.398,Humedales del Delta frontal
Puntos IGN,1.7,1.45544,-0.245,Humedales del Delta frontal
Puntos IGN,1,1.63777,0.638,Humedales del Delta frontal
Puntos IGN,1.1,1.46203,0.362,Humedales del Delta frontal
Puntos IGN,1.8,1.54771,-0.252,Humedales del Delta frontal
Puntos IGN,1.5,1.97922,0.479,Humedales del Delta frontal
Puntos IGN,1.4,1.77403,0.374,Humedales del Delta frontal
Puntos IGN,1.8,1.54601,-0.254,Humedales del Delta frontal
Puntos IGN,1.1,1.46049,0.36,Humedales del Delta frontal
Puntos IGN,1.1,1.58778,0.488,Humedales del Delta frontal
Puntos IGN,1.1,1.28012,0.18,Humedales del Delta frontal
Puntos IGN,1.1,1.29949,0.199,Humedales del Delta frontal
Puntos IGN,1.4,1.69696,0.297,Humedales del Delta frontal
Puntos IGN,1.8,1.87572,0.076,Humedales del Delta frontal
Puntos IGN,1.9,1.54674,-0.353,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.7507,-0.149,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.15071,-0.549,Humedales de la planicie deltaica superior
Puntos IGN,2.2,0.86233,-1.338,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.27349,-0.127,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.498,-0.102,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.74538,-0.055,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.68921,0.289,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.70613,-0.094,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.38491,-0.215,Humedales de la planicie deltaica superior
Puntos IGN,2.5,1.55494,-0.945,Humedales del Delta frontal
Puntos IGN,2,1.59661,-0.403,Humedales del Delta frontal
Puntos IGN,1.9,1.70229,-0.198,Humedales del Delta frontal
Puntos IGN,2.2,1.68268,-0.517,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.66365,-0.036,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.48252,-0.817,Humedales de la planicie deltaica superior
Puntos IGN,2.3,1.18777,-1.112,Humedales del Delta frontal
Puntos IGN,2.1,0.77559,-1.324,Humedales del Delta frontal
Puntos IGN,1.3,0.67121,-0.629,Humedales del Delta frontal
Puntos IGN,1.4,0.71125,-0.689,Humedales del Delta frontal
Puntos IGN,1.7,0.69962,-1,Humedales de la planicie deltaica superior
Puntos IGN,1.9,0.80782,-1.092,Humedales de la planicie deltaica superior
Puntos IGN,1.7,1.02175,-0.678,Humedales de la planicie deltaica superior
Puntos IGN,1.7,0.81593,-0.884,Humedales del Delta frontal
Puntos IGN,2.1,1.26108,-0.839,Humedales del Delta frontal
Puntos IGN,2,1.24873,-0.751,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.20322,-0.597,Humedales de la planicie deltaica superior
Puntos IGN,1.6,1.20691,-0.393,Humedales de la planicie deltaica superior
Puntos IGN,1.85,1.18912,-0.661,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.15008,-0.35,Humedales de la planicie deltaica superior
Puntos IGN,2.1,0.8202,-1.28,Humedales de la planicie deltaica superior
Puntos IGN,1.7,0.80564,-0.894,Humedales de la planicie deltaica superior
Puntos IGN,2.1,0.99366,-1.106,Humedales de la planicie deltaica superior
Puntos IGN,2,1.17479,-0.825,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.27364,-0.926,Humedales de la planicie deltaica superior
Puntos IGN,1.9,1.38391,-0.516,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.57457,-0.225,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.59476,-0.205,Humedales de la planicie deltaica superior
Puntos IGN,1.4,1.08726,-0.313,Humedales de la planicie deltaica superior
Puntos IGN,1.8,1.05911,-0.741,Humedales de la planicie deltaica superior
Puntos IGN,2.1,1.1158,-0.984,Humedales de la planicie deltaica superior
Puntos IGN,2,1.13918,-0.861,Humedales de la planicie deltaica superior
Puntos IGN,2.4,1.14171,-1.258,Humedales de la planicie deltaica superior
Puntos IGN,2.2,1.08225,-1.118,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.20033,-0.3,Humedales de la planicie deltaica superior
Puntos IGN,1.5,1.17824,-0.322,Humedales de la planicie deltaica superior
